-1500.0,1.4471112E-7,9.967915E-6,-1.457792E-6,-1.6145088E-5,-3.8515623E-6,3.927674E-6,5.211579E-6,-7.714893E-6,-1.091607E-6,-6.5797184E-7,-5.028755E-7,-2.0930147E-6,clap
-1500.0,1.4471112E-7,9.967915E-6,-1.457792E-6,-1.6145088E-5,-3.8515623E-6,3.927674E-6,5.211579E-6,-7.714893E-6,-1.091607E-6,-6.5797184E-7,-5.028755E-7,-2.0930147E-6,clap
-68.24779, 4.904078, 7.4318104, -4.5398855, 5.9894032, -4.110035, 4.7296343, -3.1014192, 3.1619499, -4.1878242, 3.0971065, -4.4216585, 1.9957694,noise
-1500.0,1.4471112E-7,9.967915E-6,-1.457792E-6,-1.6145088E-5,-3.8515623E-6,3.927674E-6,5.211579E-6,-7.714893E-6,-1.091607E-6,-6.5797184E-7,-5.028755E-7,-2.0930147E-6,clap
-69.00325, 7.1003704, 8.272521, -4.019118, 3.9526777, -3.6402419, 3.4780078, -4.0324955, 3.191224, -4.478803, 2.744526, -4.3250804, 2.0917282,clap
-74.095856, 3.5699172, 2.9497173, -5.7446914, 5.080361, -3.6462264, 3.3671472, -3.9410555, 3.6673148, -3.886101, 2.712208, -3.5618079, 2.2825108,clap
-1500.0,1.4471112E-7,9.967915E-6,-1.457792E-6,-1.6145088E-5,-3.8515623E-6,3.927674E-6,5.211579E-6,-7.714893E-6,-1.091607E-6,-6.5797184E-7,-5.028755E-7,-2.0930147E-6,clap
-1500.0,1.4471112E-7,9.967915E-6,-1.457792E-6,-1.6145088E-5,-3.8515623E-6,3.927674E-6,5.211579E-6,-7.714893E-6,-1.091607E-6,-6.5797184E-7,-5.028755E-7,-2.0930147E-6,clap
-247.72095,-2.324853,-1.6656833,-4.9847198,0.05240395,0.46530187,4.5468216,-4.649493,4.9544196,-3.0926628,2.8853939,-2.4534175,4.0334935,clap
-219.73492,-7.195628,-3.9671707,-8.338223,-0.9977923,0.87579274,8.294446,-3.4656599,3.275853,-3.1666415,2.9206963,-0.032286093,2.9340768,clap
-70.23769, 7.226821, 4.1573353, -8.133874, 3.620889, -3.1038692, 3.9768982, -4.5608473, 3.4115398, -3.5891492, 3.6569881, -3.9359126, 2.6510713,clap
-213.53354,-7.370388,0.7202477,-3.1433074,-0.017105222,2.843746,9.912253,-4.9352574,0.38761628,-6.446734,5.1550727,0.14202996,3.2925458,clap
-202.37617,-4.934491,-0.39929265,-4.6246896,2.150378,3.4060812,7.590214,-7.0655384,-0.07106747,-9.419025,2.90246,2.523299,2.2242548,clap
